,T01. Artificial Intelligence will improve society more than it will create problems.,T02. Generative AI tools should be allowed as learning aids in higher education.,T03. Students should disclose the use of AI in assignments and reports.,T04. Every engineering student should receive formal education in AI.,T05. Artificial Intelligence will significantly accelerate scientific discovery.,T06. Most repetitive jobs will eventually be replaced by intelligent automation.,T07. Robots should replace humans in hazardous occupations whenever possible.,T08. AI-assisted diagnosis should become routine in healthcare.,T09. Autonomous vehicles will ultimately make transportation safer.,T10. Protection of personal data is more important than technological convenience.,T11. Technology companies should explain how recommendation algorithms work.,T12. Governments should introduce stricter regulations for Artificial Intelligence.,T13. Cybersecurity deserves greater investment than the development of new digital technologies.,T14. Social media algorithms contribute to opinion polarization.,T15. Society will increasingly depend on AI-assisted decision making.,E01. Project-based learning develops deeper understanding than examination-oriented learning.,E02. Traditional written examinations accurately measure a student's knowledge.,E03. Class attendance should be compulsory for all courses.,E04. High-quality online learning can effectively complement classroom teaching.,E05. Students should be encouraged to take courses outside their primary discipline.,E06. Every undergraduate student should participate in at least one research project.,"E07. Publishing research before graduation should be encouraged, but not mandatory.",E08. Maintaining academic honesty is more important than obtaining high grades.,E09. Collaborative learning is generally more effective than individual learning.,E10. Universities should prioritize innovation and problem-solving over rote learning.,E11. University curricula should be updated more frequently to match emerging technologies.,E12. Artificial intelligence should be integrated into teaching and personalized learning.,E13. Universities should invest more resources in research than in expanding infrastructure.,E14. Strong collaborations between universities and industry improve student education.,E15. Continuous learning and skill development are essential throughout one's career.,S01. Every individual has a responsibility to contribute positively to society.,S02. Universities should encourage students to participate in community service activities.,S03. New technologies should be evaluated for their societal impact before widespread deployment.,S04. Technology companies should be accountable for unethical use of their platforms.,S05. Individuals should have greater control over how their personal data are collected and used.,"S06. Combating online misinformation requires shared responsibility among users, platforms, and governments.",S07. Equal opportunities should be prioritized regardless of a person's background.,S08. Diverse teams generally make better decisions than homogeneous teams.,S09. Universities should promote an inclusive environment where different viewpoints can be discussed respectfully.,S10. Scientific evidence should play an important role in public policy decisions.,S11. People should be free to express differing opinions as long as they do not promote harm or discrimination.,S12. Young people should actively participate in addressing societal challenges.,S13. Critical evaluation of online information should be taught as a core educational skill.,S14. Leaders should prioritize ethical decision-making even when it reduces short-term gains.,S15. Building public trust is essential for responsible adoption of emerging technologies.,V01. Climate change requires immediate global action.,V02. Governments should prioritize investment in renewable energy over fossil fuels.,V03. Individuals should actively reduce their personal energy consumption.,V04. Public transportation and non-motorized transport should be promoted even if they require additional public investment.,V05. Single-use plastics should be significantly restricted.,"V06. Water conservation should be a priority in households, institutions, and industries.",V07. Protecting biodiversity is essential for long-term human well-being.,V08. Universities should adopt environmentally sustainable campus practices even if implementation costs increase.,"V09. Products should be designed to encourage reuse, repair, and recycling.",V10. Consumers should consider environmental impact when purchasing products.,V11. Technological innovation is essential for addressing environmental challenges.,V12. Environmental sustainability should be integrated into higher education curricula.,V13. Companies should be held accountable for the environmental impacts of their activities.,V14. International cooperation is necessary to effectively address environmental challenges.,V15. Current generations have a responsibility to protect natural resources for future generations.
T11. Technology companies should explain how recommendation algorithms work.,0.0285671595127259,0.05178583767206166,0.1823372823329762,-0.14951237369543516,0.061174973570979896,0.11827017142657004,0.17529520938029974,0.2508734587978048,0.13469483409268732,0.3082618832778176,1.0,0.32565195239186295,0.19173386176782295,0.09949047076511276,0.11219023930143095,-0.1388911213431285,-0.008329989140010055,-0.005952392429848263,-0.0029520638635024913,0.10355760219962398,0.11159022078549956,0.08726656475093122,0.15932301495764747,-0.06663251336584812,-0.08482513133654895,0.23864076958147168,0.15768029604034853,0.18358735031290196,0.16819697545935805,0.13570868449537357,0.20768783845774977,0.0639062759935776,0.23318881557768517,0.2521124320759311,0.3171579785865222,0.07513233075409981,0.12215465452314968,0.21662814060277805,0.3258991677072729,0.3674370583517983,0.16081988834837663,0.31229316291052456,0.24359740609662367,0.43595301678913595,0.13766074556596464,0.005748874874744164,0.22392150919537834,0.21399870892747067,0.24813829526353393,0.05427973719347732,0.24043607348822063,0.23077588540015162,0.26321263548160756,0.13743651687515632,0.3688655578053852,0.19847508958768148,0.24875363789846985,0.2236270744915014,0.02007520236176185,0.24763308572386972
T12. Governments should introduce stricter regulations for Artificial Intelligence.,-0.285774890924375,0.00025121270468904877,0.3003793315697046,0.16817609158403102,0.08178255180346201,0.20745176268984414,0.027597547429291335,0.12304769396994798,-0.16220345721923965,0.46293895929116596,0.32565195239186295,1.0,0.4884822126217584,0.37976393052689605,0.2082884870658172,-0.16107393723003974,0.11564554871685065,-0.13689310648713202,-0.11112197069269251,-0.04488216995609201,-0.17500546680160584,0.1794777416540476,-0.05954294706474305,-0.07680402677888487,0.306633804377846,0.12617925448837472,0.10491102337752423,-0.12062326991976458,0.17319670291550684,0.10226970274192516,0.21889202541422678,0.08701794526010503,0.24888151568137562,0.30759667126845747,0.3893936739105406,0.21577991309269245,0.1694592907473228,0.06362782615079886,0.17289223674744217,0.17174631285049738,0.061692980850153574,0.23829352351483019,0.41466642074343213,0.32066889027980794,0.3317807815444374,0.07735709641590709,0.3429118477117166,0.15316195505583546,0.2286883643746921,0.030961481683536393,0.1390120888534621,0.0704881998685783,0.14940199754033862,0.20673054943139982,0.324228468070169,0.03747749898858486,0.18681258830522832,0.25120743478677865,-0.006553871785507124,0.22581869064398669
T13. Cybersecurity deserves greater investment than the development of new digital technologies.,-0.14860236805303975,0.024995419082872047,0.12413492809374224,0.006755880097548156,-0.04966448357091353,0.03379337596792228,-0.05563465449550958,0.13133922673554418,-0.1206013385726491,0.2622160614311312,0.19173386176782295,0.4884822126217584,1.0,0.033633639699815594,0.05330273359684915,0.024136300287395024,0.03667973331598253,0.02307694725910735,-0.13959697273178873,0.16031186735078676,0.08378499943727764,0.18876015584989414,-0.05350698051714718,0.1418441981711218,0.21521553287240616,0.2143993384359731,0.05168711641811976,0.07001956152999603,0.04617297470416472,0.03351284134513943,0.07979909363568691,0.014581957732274518,0.1620650525926465,0.02463477880547608,0.20690520286824443,0.2675618918506392,-0.07353628525872791,0.16550973413812387,0.035231587828681396,0.18466999680220025,0.13938334241782152,0.16941390588340022,0.32089592557218344,0.17302805869294866,0.039029243362832124,-0.042653256360518706,0.13920726897571875,0.08828043696434691,0.11509661659131258,0.13769628346762455,0.3181317232731255,0.3120523150825267,0.3148422010466583,0.07143031950472853,0.29209433521000205,0.14286736926538787,0.23203090972193846,0.20421476988706708,0.03950620878053494,0.19104572309980844
T14. Social media algorithms contribute to opinion polarization.,-0.08142788405323073,0.11769797726729993,0.20056120648804968,0.31448545101657555,0.07229984673787623,0.15561403511646574,0.1546231499941961,0.14854816487007744,-0.05922203533718449,0.2973007603614309,0.09949047076511276,0.37976393052689605,0.033633639699815594,1.0,0.12026197346613,-0.09930574693212973,0.006755053634657445,-0.2789151667033795,6.787646003963115e-17,0.03365676355246122,0.11792304129574402,0.14058645518422933,-0.0388798726838415,0.001540463314515564,0.36818791830737796,-0.02386512031123619,0.08736631291637209,-0.11821433236181257,0.03246437924259062,0.07472758876172872,0.13668656414158012,0.0712135989700834,0.0951717331788683,0.1827513563627564,0.24239604621747168,0.2964618474274078,0.14452590359412293,0.05330898552347174,0.23355332301109177,0.18542014855831046,-0.1496599534264292,0.21496238487368288,0.19767165434324505,0.28559464750007524,0.26130965234233056,0.20750424207199683,0.4495008816269215,0.07333737071065234,0.1093178848608434,-0.12954408952123242,-0.16346788851397737,-0.07848765372470273,0.1617849174598637,0.17511534977556414,0.25668549116794864,0.20929030361510748,0.22924992582616535,0.359732116080146,0.2028905048990648,0.024673265134937165
T15. Society will increasingly depend on AI-assisted decision making.,-0.06538895162459016,0.014439774556447654,0.1519094494308377,0.2532208970587736,0.22339525216811326,0.12915326995195572,-0.013796319136414912,0.033298494756780164,-0.04415918239046709,-0.008183262215410955,0.11219023930143095,0.2082884870658172,0.05330273359684915,0.12026197346613,1.0,-0.08374040071767785,-0.07552592126562498,0.01970883865984852,-0.11358001456726251,-0.10858366316916344,-0.0624780608735343,0.1021471335247062,0.13376009367629516,-0.21357277122250207,0.07888447099584323,-0.0011151792985974944,0.060216720416888386,-0.10554140462577118,0.0531325899708419,0.07961536433522334,-0.10970564602466383,-0.07720261131279112,-0.03652087337891257,-0.07977196804498632,0.045307134307859015,0.03470082359356319,0.10071768029746685,-0.02957164005554668,0.10583972094359652,0.13237839364187273,0.17716544281969404,-0.07255461035570156,0.16140238596495263,0.27385713167760833,0.24986505531748385,0.13102028586180098,0.13150892527095015,0.08042713520500441,0.1627716564497636,-0.081385136671307,0.252552666234045,-0.06431019076038635,0.11091668785252629,0.1204313273760152,0.09783584139604538,0.13561590345002023,0.0375030542388715,0.20296920469488652,0.12689293404582533,0.248803290708302
E01. Project-based learning develops deeper understanding than examination-oriented learning.,0.04675340446444024,0.13258012278987158,-0.09931770767280837,0.033191592099530196,0.053468650015355716,0.20406644772894678,0.10031934447201685,-0.012084387046695844,0.003347984799332402,-0.016659545307580396,-0.1388911213431285,-0.16107393723003974,0.024136300287395024,-0.09930574693212973,-0.08374040071767785,1.0,-0.3143728679489966,-0.1321502762351422,0.0851128485159668,0.3932080193771379,0.22358181837887378,0.18170645236914887,0.032530808273168045,0.429644749371137,0.3161287906828897,0.09339245290208079,0.14796842364092821,0.1895888604791762,0.11389934370192356,0.12822206667443098,0.04197096334395367,0.22446556801030396,0.03826550519905203,0.11345558002516275,-0.015135553833739133,0.30035254066666534,0.30046651264736096,0.056374312690921496,0.20028286729620073,-0.013521609588014518,0.18079464658108196,0.10930733323943173,0.04600208519651748,0.050753868682001525,0.0805624658825701,0.10410378966368021,0.03528600165979569,0.08462982969032543,-0.0023088267273719694,0.23221133304227717,0.04818394694276072,0.2816997498959338,0.07959774469842772,0.1404019552141344,0.014811418188641035,0.10766735907539267,0.15091121713628453,-0.01039275039015749,0.2635713250985535,-0.05571508627268299
E02. Traditional written examinations accurately measure a student's knowledge.,0.14348470770317606,0.013735441872884903,0.08493980742720361,0.023152717316325424,0.00647762176445442,-0.1294557750975165,0.07834916637493965,0.2004941276348795,0.02730862482966402,-0.028532299119279396,-0.008329989140010055,0.11564554871685065,0.03667973331598253,0.006755053634657445,-0.07552592126562498,-0.3143728679489966,1.0,0.28462475159645734,-0.10567205115411872,-0.04511257924414334,0.025646233885377293,-0.19165680911032,0.05455425927529835,-0.22867638083277453,-0.187989754046359,-0.2019604682190976,0.010413707430050335,-0.03976225109294612,0.02092586678253261,-0.18610544430301773,-0.0043203104146541365,0.027046615412786558,-0.17096631921595673,0.06363521783868532,0.03242541380844326,-0.08351919284849493,-0.20688271287789226,0.051380102607430964,-0.16948422232530075,-0.06814727874664801,-0.19349636354517322,-0.028975233169137474,-0.10491412748280513,-0.10930702468567047,-0.09464515096493216,-0.10718696804688384,-0.0005140877920747457,-0.07407589587353806,0.05468677412769912,-0.16370599578045752,-0.05170311898218358,-0.06378028303452986,-0.09091973022338821,-0.03597145422378189,0.019255614510243674,-0.19523279212890923,0.05568191555062175,-0.04282441108653386,-0.11797971291025616,0.01851898112279802
E03. Class attendance should be compulsory for all courses.,0.11370119076078883,-0.0839483792418032,-0.040872891796709554,-0.10980026565170221,-0.06642256308215022,-0.3021866881657299,-0.020096190042586313,-0.021566479440247338,-0.06163981835766225,-0.15131550932108462,-0.005952392429848263,-0.13689310648713202,0.02307694725910735,-0.2789151667033795,0.01970883865984852,-0.1321502762351422,0.28462475159645734,1.0,-0.2760274111193132,-0.240328352386323,-0.0791611345972877,-0.2968412227959628,0.06612212483371113,0.03688382050321745,-0.4403903433474599,-0.27934612349895427,-0.2771540986400279,0.043976911899521375,-0.11355547821871301,-0.15530238837177981,-0.0078106477411776865,-0.0019152557102137709,-0.01573442372625719,-0.19495682628917993,-0.22957677858940168,-0.2923336690921921,-0.18137394734121798,-0.11938102850275951,-0.2572351701865045,-0.061721339984836726,-0.13254714960341965,-0.17331339125761547,-0.21925687353501452,-0.23318878215194483,0.04848245330024817,-0.1026968600614164,-0.13433399613932323,-0.04354639797401305,-0.06559103635390534,-0.24209764218101962,0.0288124378305111,-0.14071891698224337,-0.1391918773245658,-0.1536380734664764,-0.06270973121996738,-0.047244722173494284,0.05439348319299017,-0.17705431684646433,-0.16751312739806187,-0.08525025107829817
E04. High-quality online learning can effectively complement classroom teaching.,0.09452404656430934,0.1505792855106024,-0.32256917369175675,-0.06855714902490767,0.05411237782120031,0.12440350822720633,0.07735269484954749,-0.09608555825184023,0.1316459138648906,-0.05622229769013007,-0.0029520638635024913,-0.11112197069269251,-0.13959697273178873,6.787646003963115e-17,-0.11358001456726251,0.0851128485159668,-0.10567205115411872,-0.2760274111193132,1.0,0.11895488193071933,0.08112746625404695,0.22118358622361056,0.018025260147431294,-0.043368410316899066,0.27030499779535894,-0.13494663131515794,0.19886110542861354,-0.04573109144993993,0.11305157354602247,0.0972070443303841,-0.07700313738192162,-0.04607533511236177,0.10256334745818171,0.11329805226741631,-0.06752929929136343,0.3082121949415386,0.02640216066964826,0.009333435965396547,0.17465942029724366,1.1135830610557935e-16,0.13208257399208373,-0.00593974266608672,0.12329976628475775,0.19240847597780047,0.04585180207493996,0.11211616352657994,0.11504975465665984,0.003146644667661298,-0.058261361429594254,0.20397286443627538,0.08774322397655403,0.10653788619112241,0.10152694280919704,0.20466597505934359,0.1252094140962428,0.221200350205755,0.07318101442263686,0.21209529058682344,0.1578801195614824,0.1089547971819022
E05. Students should be encouraged to take courses outside their primary discipline.,-0.05230728138673645,-0.2228263861073937,0.12544290115389745,-0.01075168704997185,-0.13371044596795,0.02046227993170405,0.002701229825751847,0.12351150092444119,0.13298039986393842,0.06699253303405922,0.10355760219962398,-0.04488216995609201,0.16031186735078676,0.03365676355246122,-0.10858366316916344,0.3932080193771379,-0.04511257924414334,-0.240328352386323,0.11895488193071933,1.0,0.34180335914900917,0.25772061562409265,0.0861164726573123,0.21177467648440537,0.25938993051739734,0.1652299683427833,0.03360068414752406,0.13350264456557087,0.1266845618255892,0.18991574738916117,-0.07525732080702158,0.1411804042956626,-0.02973303981506743,0.07840546847187156,0.17460644093716943,0.3509975501077335,0.15864606974032608,0.10905823446873522,0.22397681168852848,0.1319426768535595,0.1850736953098219,0.20082375799592336,0.10704841706469759,0.012449340587264898,-0.02746311084884574,0.12302364082997493,0.09487722496187158,0.006805987227891082,0.01729234448881878,0.19991387342775793,-0.04502910328526675,0.3697584862331822,0.18875789101050824,0.13483946176047934,0.14716921707310357,0.029898868545189992,0.30048343479007067,0.1329145529279477,0.1361288271261817,0.148029519371563
E06. Every undergraduate student should participate in at least one research project.,0.10852443924322305,0.07546074209957505,-0.07192451351536014,0.1050850726784005,-0.10566124348663686,0.2515353991886415,0.060704459837346084,0.16711084031825876,0.17846201817951338,-0.02900096485772264,0.11159022078549956,-0.17500546680160584,0.08378499943727764,0.11792304129574402,-0.0624780608735343,0.22358181837887378,0.025646233885377293,-0.0791611345972877,0.08112746625404695,0.34180335914900917,1.0,0.1198615298400195,0.1783374911825411,0.1494661734242082,0.1920393765282014,-0.0042801729207624,0.07287737001397913,0.2258035175033091,0.1920393765282014,0.09667037497590424,0.020112546253757347,-0.010734177089512943,-0.11582813296232386,0.20441376447871235,-0.0640086898789855,0.12434031426020795,0.20947206767976956,0.025440889590559033,0.09034662838111637,0.34619530950516814,-0.04033827953976848,0.04286608821196886,0.08204187848050537,0.14697644242876462,0.008394684819730278,0.05275523640735131,0.08018073921843091,0.006462523313859286,0.002417705179356044,-0.04630057956858438,-0.1150888643112191,0.10000295172454572,0.1038145742591743,0.16681125611546957,0.0903357990074203,0.18077953076210956,0.09761206728325529,0.13926128977713578,0.038949602264157626,0.0691820628315148
"E07. Publishing research before graduation should be encouraged, but not mandatory.",-0.04915879601789955,0.09943624712371199,0.21353110663029692,0.2302847081603549,0.07106510142825698,0.20250707152868402,0.03886487048339217,0.002634691121350801,0.1158522779842083,0.16209641732729071,0.08726656475093122,0.1794777416540476,0.18876015584989414,0.14058645518422933,0.1021471335247062,0.18170645236914887,-0.19165680911032,-0.2968412227959628,0.22118358622361056,0.25772061562409265,0.1198615298400195,1.0,0.07610678757624816,0.2694611401850953,0.5186378916640435,0.3153927598180759,0.3880882108108542,0.11868157969136404,0.42942089398777694,0.3536426998441074,0.2725808640842254,0.2381564863690513,0.25245664075899704,0.20476326449435078,0.11950742607470397,0.4175767295816572,0.2139254169190753,0.09482077643424074,0.3612218916498724,0.20547629757861427,0.4271859106797697,0.14369655896164557,0.21756092224404355,0.34751130020743914,0.28787711011728057,0.17883949896454526,0.224458177093931,0.04907278468844977,0.022148743768045594,0.22194171278934155,0.17944943771308366,0.4640892142916737,0.41324458626604293,0.36335196726709285,0.27436624610693955,0.3313808546017896,0.2933541022274585,0.29454207437032776,0.38092435853972595,0.246374929224902
E08. Maintaining academic honesty is more important than obtaining high grades.,0.2002660157037147,0.05741876614706291,0.09483173024118635,-0.003343606142118629,-0.06193604676870396,0.1402569093203676,0.00841569308779613,-0.23040058791405316,-0.09074263544304337,-0.04813304977269348,0.15932301495764747,-0.05954294706474305,-0.05350698051714718,-0.0388798726838415,0.13376009367629516,0.032530808273168045,0.05455425927529835,0.06612212483371113,0.018025260147431294,0.0861164726573123,0.1783374911825411,0.07610678757624816,1.0,0.0071047685193113335,0.09028726600073664,0.31426398885928514,0.24057229572565808,0.14212214569873158,0.15675693700726998,0.330249169365707,0.24262373970773649,0.08624030938729847,-0.05835661747607922,0.0018514353892211714,0.025488347366709505,0.1300934885058067,0.17956222573751363,0.18928092550996553,0.11441371061608477,0.07793103189106834,0.06908940293142359,-0.03310065198976999,-0.019771525605560968,0.2605934436305143,0.27407190601906456,0.08837298559955199,0.30098490968106634,0.33123862859619885,0.19596649704260144,-0.007051620038248103,0.10858368892862054,0.1280730611260921,0.1868779031097085,0.3426225842403864,0.2489414895708064,-0.0033557301882487646,0.20063502907207875,0.07349193470272518,0.12627515337290543,0.13931282010933285
E09. Collaborative learning is generally more effective than individual learning.,0.0010547263486968767,0.07208862564335769,-0.0060244243316324424,0.15993243555879086,-0.15415503732122496,-0.030915652001561975,-0.004754593521904091,-0.056635299345393506,-0.07285627702534972,0.26421589130995926,-0.06663251336584812,-0.07680402677888487,0.1418441981711218,0.001540463314515564,-0.21357277122250207,0.429644749371137,-0.22867638083277453,0.03688382050321745,-0.043368410316899066,0.21177467648440537,0.1494661734242082,0.2694611401850953,0.0071047685193113335,1.0,0.23318497584194262,0.2193877286947957,0.14954547276722943,0.273542255345993,0.026345817792772265,0.08414900918923379,0.251391144648171,0.3413109551706361,0.20251776337002025,0.11919229444418274,0.10508562321638076,0.06807289293954161,0.13234780759714532,0.28967760490548733,0.15345718756844187,0.09228024628266719,0.07542175527466859,0.2641857928844632,0.05930040664750591,0.18164904201448465,0.17326632775241607,-0.005415397499617241,-0.12789144737518482,0.027125462035147395,-0.07249634705971021,0.11692375669099846,-0.09611652999781205,0.28951332453722883,0.20220225321402305,0.06623581546784472,0.1266023664839234,0.1212909369190955,0.21497167500148015,0.08769724874398473,0.23575543509507535,0.15463585257033644
E10. Universities should prioritize innovation and problem-solving over rote learning.,-0.14411705078364473,0.14940769534934167,0.0911494598669158,0.40204466122910254,0.13664633729156783,0.44021135857064336,-0.00825161072033995,-0.01846793069650561,-0.04081993561208127,0.25612276295341346,-0.08482513133654895,0.306633804377846,0.21521553287240616,0.36818791830737796,0.07888447099584323,0.3161287906828897,-0.187989754046359,-0.4403903433474599,0.27030499779535894,0.25938993051739734,0.1920393765282014,0.5186378916640435,0.09028726600073664,0.23318497584194262,1.0,0.2756064365857216,0.4398037313220629,0.07749491315315865,0.47214561500275787,0.4715282267485893,0.15240140937164315,0.1804991959205408,0.035355642898189085,0.2372586872586873,0.27945959259511394,0.514689082997274,0.38846005542987644,-0.020995039212073047,0.3566990957104108,0.2213635355744769,0.2654470069947012,0.24124200900178758,0.3429533621764356,0.42462611251695825,0.4038793568975871,0.24703685505197848,0.41846363273666337,0.17484608540300517,0.14819523544855215,0.16660377660615389,0.11764406603371823,0.30549903104258574,0.24172006008176247,0.46469373158301136,0.24341078237930283,0.24372463394443386,0.29070099255138343,0.4265972467109221,0.4102814960208013,0.31728360343391027
E11. University curricula should be updated more frequently to match emerging technologies.,-0.028110568859997388,0.013934473942512396,0.43524043109360905,0.017858803909456402,0.06114468186875045,0.2025406805378298,0.11974735657817921,-0.11388090177508652,-0.04232938971995073,0.25098366644617154,0.23864076958147168,0.12617925448837472,0.2143993384359731,-0.02386512031123619,-0.0011151792985974944,0.09339245290208079,-0.2019604682190976,-0.27934612349895427,-0.13494663131515794,0.1652299683427833,-0.0042801729207624,0.3153927598180759,0.31426398885928514,0.2193877286947957,0.2756064365857216,1.0,0.3509796959767785,0.13698806258957408,0.3283627841829883,0.4199126809727567,0.1631470636940495,0.2208441732524176,0.07871129157939363,0.10951490087432644,0.24351044824204535,0.22379117241941807,0.28570863991440193,0.2811072101889354,0.2681437135296537,0.28601191741151005,0.3702799224999442,0.31671468281140136,0.1454425357933997,0.21000629721530525,0.060301565000143796,0.16568402299339174,0.2944882965590933,0.1380831191783076,0.1872228912058508,0.2539808675730148,0.22023117325291136,0.5312190306088781,0.41097764342428006,0.4127286587034988,0.2627193921568633,0.08058314459252885,0.17827475253007088,0.12611978915103292,0.32437472630264436,0.2594082454292394
E12. Artificial intelligence should be integrated into teaching and personalized learning.,0.22423270255036754,0.5312786652887106,0.10103861303785336,0.3342244157042331,0.13574083595173403,0.45830657261980307,0.013359469423341437,0.15834658008786784,0.031047546676299883,0.14168349172877856,0.15768029604034853,0.10491102337752423,0.05168711641811976,0.08736631291637209,0.060216720416888386,0.14796842364092821,0.010413707430050335,-0.2771540986400279,0.19886110542861354,0.03360068414752406,0.07287737001397913,0.3880882108108542,0.24057229572565808,0.14954547276722943,0.4398037313220629,0.3509796959767785,1.0,0.15745032897587857,0.43980373132206285,0.3193734642252702,0.18095249109236733,0.11783493582605123,0.2151019385466287,0.2594172262925061,0.015072890834688457,0.2267907624687366,0.30953141083288654,0.12938986938613437,0.26148057063225305,0.15406577730392867,0.154678484871725,0.2215298901228462,0.3053638694612012,0.33205972803094946,0.21528094944422993,0.06866701578089014,0.30737798568872376,0.3357235867622367,0.10473019744234777,0.19570735414271123,0.15014903502100466,0.3402819003815993,0.2555059511412738,0.26877233680332235,0.24410916273238278,0.20060994322767697,0.23732330876042085,0.09656308403955795,0.3645195963520382,0.2595400364426683
E13. Universities should invest more resources in research than in expanding infrastructure.,0.091285869990628,0.020762698849802468,-0.08889316470279297,0.01764224763102663,-0.060222235967831585,-0.109467267741398,-0.005490282634186059,0.18923015748187844,0.14053073104790417,0.04589141183571482,0.18358735031290196,-0.12062326991976458,0.07001956152999603,-0.11821433236181257,-0.10554140462577118,0.1895888604791762,-0.03976225109294612,0.043976911899521375,-0.04573109144993993,0.13350264456557087,0.2258035175033091,0.11868157969136404,0.14212214569873158,0.273542255345993,0.07749491315315865,0.13698806258957408,0.15745032897587857,1.0,0.05949746064491138,0.09738811588786377,0.2083755471038118,0.28343550288357605,-0.007279259513574142,0.12448793140837368,-0.022819818638171663,-0.050165040919148696,0.14729818044429535,0.2475871277862137,0.11385428828499529,0.18070509889530112,0.08215060359730515,0.09652341781316807,-0.0261049804699658,0.11385197711672282,0.08851260521085753,-0.1722124977472694,-0.0894319935348411,-0.004336062780344616,0.03406309725678481,-0.10056813906582115,0.17368696272841147,0.18919483414699095,0.19488167433399806,0.06195555014570599,0.07835759189504332,0.026511151351618915,0.0733931099706034,-0.10235542177780524,0.06864931110028386,0.03706326793808005
E14. Strong collaborations between universities and industry improve student education.,0.041259316958220875,0.29977559439630114,0.235773269522422,0.3627877751158231,0.13664633729156778,0.4964498140708578,0.039607731457631794,0.05788985968327734,0.15420864564564038,0.18046001124900954,0.16819697545935805,0.17319670291550684,0.04617297470416472,0.03246437924259062,0.0531325899708419,0.11389934370192356,0.02092586678253261,-0.11355547821871301,0.11305157354602247,0.1266845618255892,0.1920393765282014,0.42942089398777694,0.15675693700726998,0.026345817792772265,0.47214561500275787,0.3283627841829883,0.43980373132206285,0.05949746064491138,1.0,0.6041812767958884,0.17107166749979313,0.322969831410242,0.13147879702764062,0.3380308880308882,0.11042377876585611,0.30900258680635617,0.3334050136277643,-0.020995039212073043,0.32631110726560275,0.3143890587702481,0.3206295389147465,0.20308794124223062,0.20428438072322153,0.26996966791207433,0.32608848412447966,0.07830275590968401,0.41721957296554646,0.22866347118720703,0.1103903828377642,0.1954624992989573,0.10089139974627659,0.29265298409380097,0.2252310219636417,0.4547221538442629,0.22424524089421796,0.1308021685059304,0.2927003784050014,0.14526590888162166,0.2928069109443529,0.2766299203445738
E15. Continuous learning and skill development are essential throughout one's career.,-0.12771050007169668,0.059457573838531,0.1676169549697758,0.1674583012620999,0.11516484913648366,0.2635736217076647,0.00380174753070711,-0.11077549004890312,0.09019588736413041,0.06791678552112683,0.13570868449537357,0.10226970274192516,0.03351284134513943,0.07472758876172872,0.07961536433522334,0.12822206667443098,-0.18610544430301773,-0.15530238837177981,0.0972070443303841,0.18991574738916117,0.09667037497590424,0.3536426998441074,0.330249169365707,0.08414900918923379,0.4715282267485893,0.4199126809727567,0.3193734642252702,0.09738811588786377,0.6041812767958884,1.0,0.20034205531639127,0.0870172780205936,0.14904738949255747,0.17957716056690415,0.14815012269325614,0.2777609885120808,0.4344467777697188,0.22992918759334827,0.3177608988234724,0.22428725522856702,0.33533555699339224,0.1538722639773223,0.05140467930733446,0.23014446713303244,0.29805329090679444,0.24190343197895284,0.4032396397533145,0.2544569805332938,0.14796501493209685,0.3004756049172715,0.213506945099567,0.27229845355509064,0.2589145412334894,0.3466902333397231,0.13266747766772513,0.2558787443353498,0.2806001363216942,0.1717413405351766,0.41345740929589286,0.38177098675383314
S01. Every individual has a responsibility to contribute positively to society.,0.008647112746598962,0.11797970701063766,0.01822172189097768,0.11101522863678519,-0.020595274909759244,0.02495081346614013,0.1853288440713463,-0.01674317406133852,0.010845510483994849,0.11520361886112804,0.20768783845774977,0.21889202541422678,0.07979909363568691,0.13668656414158012,-0.10970564602466383,0.04197096334395367,-0.0043203104146541365,-0.0078106477411776865,-0.07700313738192162,-0.07525732080702158,0.020112546253757347,0.2725808640842254,0.24262373970773649,0.251391144648171,0.15240140937164315,0.1631470636940495,0.18095249109236733,0.2083755471038118,0.17107166749979313,0.20034205531639127,1.0,0.3180822067749559,0.5456765191344372,0.22629746078573,0.12985686389030954,0.0880356203096579,0.25702890843348697,0.29705745040644055,0.24949874151769905,0.14940697888183466,0.09901039663749907,0.2901046896165918,0.10011364830701802,0.44883440707055544,0.39225960222705286,0.20340357979990045,0.19612830259027425,0.16386396054905994,0.08466110804995015,0.015785578241452002,0.1357291844745362,0.15405791740660416,0.12217432505299713,0.17426685029037198,0.1386460850276048,0.21238285615542965,0.15829506911792282,0.13973114680853985,0.1137400119855257,0.11964916458817666
